UBIGEO;NOMBDEP;NOMBPROV;NOMBDIST;frecuencia
160706;LORETO;DATEM DEL MARAÑON;ANDOAS;0 - 0
160102;LORETO;MAYNAS;ALTO NANAY;0 - 0
160106;LORETO;MAYNAS;MAZAN;0 - 0
160304;LORETO;LORETO;TROMPETEROS;0 - 0
160303;LORETO;LORETO;TIGRE;0 - 0
160107;LORETO;MAYNAS;NAPO;0 - 0
160801;LORETO;PUTUMAYO;PUTUMAYO;0 - 0
160110;LORETO;MAYNAS;TORRES CAUSANA;0 - 0
160803;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;0 - 0
10104;AMAZONAS;CHACHAPOYAS;CHETO;0 - 0
10510;AMAZONAS;LUYA;LUYA VIEJO;0 - 0
10505;AMAZONAS;LUYA;CONILA;0 - 0
120601;JUNIN;SATIPO;SATIPO;0 - 0
90501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;0 - 0
90506;HUANCAVELICA;CHURCAMPA;LOCROJA;0 - 0
90502;HUANCAVELICA;CHURCAMPA;ANCO;0 - 0
90509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;0 - 0
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;0 - 0
120205;JUNIN;CONCEPCION;COCHAS;0 - 0
120203;JUNIN;CONCEPCION;ANDAMARCA;0 - 0
120209;JUNIN;CONCEPCION;MARISCAL CASTILLA;0 - 0
120426;JUNIN;JAUJA;POMACANCHA;0 - 0
150405;LIMA;CANTA;LACHAQUI;0 - 0
150106;LIMA;LIMA;CARABAYLLO;0 - 0
150904;LIMA;OYON;COCHAMARCA;0 - 0
150906;LIMA;OYON;PACHANGARA;0 - 0
150905;LIMA;OYON;NAVAN;0 - 0
250202;UCAYALI;ATALAYA;SEPAHUA;0 - 0
120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;0 - 0
170104;MADRE DE DIOS;TAMBOPATA;LABERINTO;0 - 0
120504;JUNIN;JUNIN;ULCUMAYO;0 - 0
150903;LIMA;OYON;CAUJUL;0 - 0
150902;LIMA;OYON;ANDAJES;0 - 0
120303;JUNIN;CHANCHAMAYO;PICHANAQUI;0 - 0
190105;PASCO;PASCO;NINACACA;0 - 0
120302;JUNIN;CHANCHAMAYO;PERENE;0 - 0
150812;LIMA;HUAURA;VEGUETA;0 - 0
150809;LIMA;HUAURA;SANTA LEONOR;0 - 0
150804;LIMA;HUAURA;CHECRAS;0 - 0
120502;JUNIN;JUNIN;CARHUAMAYO;0 - 0
120301;JUNIN;CHANCHAMAYO;CHANCHAMAYO;0 - 0
21506;ANCASH;PALLASCA;LACABAMBA;0 - 0
130812;LA LIBERTAD;PATAZ;TAURIJA;0 - 0
130801;LA LIBERTAD;PATAZ;TAYABAMBA;0 - 0
130109;LA LIBERTAD;TRUJILLO;SALAVERRY;0 - 0
150901;LIMA;OYON;OYON;0 - 0
190201;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;0 - 0
101007;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;0 - 0
150205;LIMA;BARRANCA;SUPE PUERTO;0 - 0
150204;LIMA;BARRANCA;SUPE;0 - 0
150201;LIMA;BARRANCA;BARRANCA;0 - 0
150802;LIMA;HUAURA;AMBAR;0 - 0
21409;ANCASH;OCROS;SAN PEDRO;0 - 0
21405;ANCASH;OCROS;COCHAS;0 - 0
150203;LIMA;BARRANCA;PATIVILCA;0 - 0
20507;ANCASH;BOLOGNESI;COLQUIOC;0 - 0
150202;LIMA;BARRANCA;PARAMONGA;0 - 0
21101;ANCASH;HUARMEY;HUARMEY;0 - 0
160206;LORETO;ALTO AMAZONAS;LAGUNAS;0 - 0
160305;LORETO;LORETO;URARINAS;0 - 0
160205;LORETO;ALTO AMAZONAS;JEBEROS;0 - 0
160702;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;0 - 0
160202;LORETO;ALTO AMAZONAS;BALSAPUERTO;0 - 0
120608;JUNIN;SATIPO;RIO TAMBO;0 - 0
80909;CUSCO;LA CONVENCION;VILCABAMBA;0 - 0
150303;LIMA;CAJATAMBO;GORGOR;0 - 0
150305;LIMA;CAJATAMBO;MANAS;0 - 0
190107;PASCO;PASCO;PAUCARTAMBO;0 - 0
130608;LA LIBERTAD;OTUZCO;MACHE;0 - 0
130501;LA LIBERTAD;JULCAN;JULCAN;0 - 0
130106;LA LIBERTAD;TRUJILLO;LAREDO;0 - 0
130611;LA LIBERTAD;OTUZCO;SALPO;0 - 0
131008;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;0 - 0
130806;LA LIBERTAD;PATAZ;HUAYO;0 - 0
21902;ANCASH;SIHUAS;ACOBAMBA;0 - 0
21508;ANCASH;PALLASCA;PALLASCA;0 - 0
20907;ANCASH;CORONGO;YUPAN;0 - 0
21910;ANCASH;SIHUAS;SICSIBAMBA;0 - 0
100903;HUANUCO;PUERTO INCA;HONORIA;0 - 0
21904;ANCASH;SIHUAS;CASHAPAMPA;0 - 0
130804;LA LIBERTAD;PATAZ;HUANCASPATA;0 - 0
250104;UCAYALI;CORONEL PORTILLO;MASISEA;0 - 0
131202;LA LIBERTAD;VIRU;CHAO;0 - 0
21907;ANCASH;SIHUAS;QUICHES;0 - 0
21905;ANCASH;SIHUAS;CHINGALPO;0 - 0
221002;SAN MARTIN;TOCACHE;NUEVO PROGRESO;0 - 0
21502;ANCASH;PALLASCA;BOLOGNESI;0 - 0
21504;ANCASH;PALLASCA;HUACASCHUQUE;0 - 0
21505;ANCASH;PALLASCA;HUANDOVAL;0 - 0
130813;LA LIBERTAD;PATAZ;URPAY;0 - 0
221004;SAN MARTIN;TOCACHE;SHUNTE;0 - 0
131007;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;0 - 0
40809;AREQUIPA;LA UNION;TAURIA;0 - 0
40310;AREQUIPA;CARAVELI;JAQUI;0 - 0
40808;AREQUIPA;LA UNION;SAYLA;0 - 0
210103;PUNO;PUNO;AMANTANI;0 - 0
120431;JUNIN;JAUJA;SINCOS;0 - 0
120114;JUNIN;HUANCAYO;EL TAMBO;0 - 0
150717;LIMA;HUAROCHIRI;SAN BARTOLOME;0 - 0
120210;JUNIN;CONCEPCION;MATAHUASI;0 - 0
190108;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;0 - 0
100501;HUANUCO;HUAMALIES;LLATA;0 - 0
40807;AREQUIPA;LA UNION;QUECHUALLA;0 - 0
40811;AREQUIPA;LA UNION;TORO;0 - 0
210901;PUNO;MOHO;MOHO;0 - 0
210205;PUNO;AZANGARO;CAMINACA;0 - 0
40607;AREQUIPA;CONDESUYOS;SALAMANCA;0 - 0
210210;PUNO;AZANGARO;SAMAN;0 - 0
40801;AREQUIPA;LA UNION;COTAHUASI;0 - 0
210903;PUNO;MOHO;HUAYRAPATA;0 - 0
210202;PUNO;AZANGARO;ACHAYA;0 - 0
40311;AREQUIPA;CARAVELI;LOMAS;0 - 0
40810;AREQUIPA;LA UNION;TOMEPAMPA;0 - 0
40406;AREQUIPA;CASTILLA;CHOCO;0 - 0
40803;AREQUIPA;LA UNION;CHARCANA;0 - 0
210606;PUNO;HUANCANE;ROSASPATA;0 - 0
40802;AREQUIPA;LA UNION;ALCA;0 - 0
210601;PUNO;HUANCANE;HUANCANE;0 - 0
210608;PUNO;HUANCANE;VILQUE CHICO;0 - 0
210206;PUNO;AZANGARO;CHUPA;0 - 0
220106;SAN MARTIN;MOYOBAMBA;YANTALO;0 - 0
60808;CAJAMARCA;JAEN;PUCARA;0 - 0
140310;LAMBAYEQUE;LAMBAYEQUE;SALAS;0 - 0
160511;LORETO;REQUENA;YAQUERANA;0 - 0
160501;LORETO;REQUENA;REQUENA;0 - 0
160507;LORETO;REQUENA;SAQUENA;0 - 0
150723;LIMA;HUAROCHIRI;SAN MATEO DE OTAO;0 - 0
150728;LIMA;HUAROCHIRI;SANTA EULALIA;0 - 0
120401;JUNIN;JAUJA;JAUJA;0 - 0
20702;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;0 - 0
21305;ANCASH;MARISCAL LUZURIAGA;LLAMA;0 - 0
21602;ANCASH;POMABAMBA;HUAYLLAN;0 - 0
21303;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;0 - 0
21802;ANCASH;SANTA;CACERES DEL PERU;0 - 0
21204;ANCASH;HUAYLAS;HUAYLAS;0 - 0
21308;ANCASH;MARISCAL LUZURIAGA;MUSGA;0 - 0
101101;HUANUCO;YAROWILCA;CHAVINILLO;0 - 0
100109;HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;0 - 0
250203;UCAYALI;ATALAYA;TAHUANIA;0 - 0
100104;HUANUCO;HUANUCO;CHURUBAMBA;0 - 0
100311;HUANUCO;DOS DE MAYO;MARIAS;0 - 0
100112;HUANUCO;HUANUCO;YACUS;0 - 0
61112;CAJAMARCA;SAN MIGUEL;TONGOD;0 - 0
21707;ANCASH;RECUAY;PAMPAS CHICO;0 - 0
21708;ANCASH;RECUAY;PARARIN;0 - 0
101003;HUANUCO;LAURICOCHA;JIVIA;0 - 0
20509;ANCASH;BOLOGNESI;HUASTA;0 - 0
21706;ANCASH;RECUAY;MARCA;0 - 0
10516;AMAZONAS;LUYA;SAN CRISTOBAL;0 - 0
10107;AMAZONAS;CHACHAPOYAS;GRANADA;0 - 0
10117;AMAZONAS;CHACHAPOYAS;QUINJALCA;0 - 0
10311;AMAZONAS;BONGARA;VALERA;0 - 0
60611;CAJAMARCA;CUTERVO;SANTA CRUZ;0 - 0
60602;CAJAMARCA;CUTERVO;CALLAYUC;0 - 0
220508;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;0 - 0
10304;AMAZONAS;BONGARA;COROSHA;0 - 0
10704;AMAZONAS;UTCUBAMBA;EL MILAGRO;0 - 0
160505;LORETO;REQUENA;MAQUIA;0 - 0
60803;CAJAMARCA;JAEN;CHONTALI;0 - 0
60809;CAJAMARCA;JAEN;SALLIQUE;0 - 0
10201;AMAZONAS;BAGUA;BAGUA;0 - 0
60407;CAJAMARCA;CHOTA;COCHABAMBA;0 - 0
10511;AMAZONAS;LUYA;MARIA;0 - 0
10519;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;0 - 0
220901;SAN MARTIN;SAN MARTIN;TARAPOTO;0 - 0
220903;SAN MARTIN;SAN MARTIN;CACATACHI;0 - 0
110304;ICA;NASCA;MARCONA;0 - 0
210214;PUNO;AZANGARO;SANTIAGO DE PUPUJA;0 - 0
210603;PUNO;HUANCANE;HUATASANI;0 - 0
210203;PUNO;AZANGARO;ARAPA;0 - 0
110401;ICA;PALPA;PALPA;0 - 0
211002;PUNO;SAN ANTONIO DE PUTINA;ANANEA;0 - 0
210208;PUNO;AZANGARO;MUÑANI;0 - 0
211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;0 - 0
211005;PUNO;SAN ANTONIO DE PUTINA;SINA;0 - 0
110404;ICA;PALPA;SANTA CRUZ;0 - 0
211206;PUNO;SANDIA;QUIACA;0 - 0
110104;ICA;ICA;OCUCAJE;0 - 0
210209;PUNO;AZANGARO;POTONI;0 - 0
30303;APURIMAC;ANTABAMBA;HUAQUIRCA;0 - 0
80707;CUSCO;CHUMBIVILCAS;QUIÑOTA;0 - 0
30307;APURIMAC;ANTABAMBA;SABAINO;0 - 0
30713;APURIMAC;GRAU;VIRUNDO;0 - 0
211202;PUNO;SANDIA;CUYOCUYO;0 - 0
80708;CUSCO;CHUMBIVILCAS;VELILLE;0 - 0
210211;PUNO;AZANGARO;SAN ANTON;0 - 0
30304;APURIMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO;0 - 0
80701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;0 - 0
30406;APURIMAC;AYMARAES;COTARUSE;0 - 0
30301;APURIMAC;ANTABAMBA;ANTABAMBA;0 - 0
30403;APURIMAC;AYMARAES;CARAYBAMBA;0 - 0
110106;ICA;ICA;PARCONA;0 - 0
110101;ICA;ICA;ICA;0 - 0
110103;ICA;ICA;LOS AQUIJES;0 - 0
110405;ICA;PALPA;TIBILLO;0 - 0
80603;CUSCO;CANCHIS;COMBAPATA;0 - 0
81006;CUSCO;PARURO;OMACHA;0 - 0
30407;APURIMAC;AYMARAES;IHUAYLLO;0 - 0
30408;APURIMAC;AYMARAES;JUSTO APU SAHUARAURA;0 - 0
30414;APURIMAC;AYMARAES;TAPAIRIHUA;0 - 0
90614;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;0 - 0
30714;APURIMAC;GRAU;CURASCO;0 - 0
210310;PUNO;CARABAYA;USICAYOS;0 - 0
110112;ICA;ICA;SUBTANJALLA;0 - 0
30708;APURIMAC;GRAU;PROGRESO;0 - 0
80202;CUSCO;ACOMAYO;ACOPIA;0 - 0
110102;ICA;ICA;LA TINGUIÑA;0 - 0
30701;APURIMAC;GRAU;CHUQUIBAMBILLA;0 - 0
90606;HUANCAVELICA;HUAYTARA;OCOYO;0 - 0
110303;ICA;NASCA;EL INGENIO;0 - 0
210212;PUNO;AZANGARO;SAN JOSE;0 - 0
110402;ICA;PALPA;LLIPATA;0 - 0
211208;PUNO;SANDIA;YANAHUAYA;0 - 0
30305;APURIMAC;ANTABAMBA;OROPESA;0 - 0
110403;ICA;PALPA;RIO GRANDE;0 - 0
30401;APURIMAC;AYMARAES;CHALHUANCA;0 - 0
210306;PUNO;CARABAYA;CRUCERO;0 - 0
80501;CUSCO;CANAS;YANAOCA;0 - 0
30705;APURIMAC;GRAU;MAMARA;0 - 0
210802;PUNO;MELGAR;ANTAUTA;0 - 0
30711;APURIMAC;GRAU;TURPAY;0 - 0
80703;CUSCO;CHUMBIVILCAS;CHAMACA;0 - 0
30709;APURIMAC;GRAU;SAN ANTONIO;0 - 0
80506;CUSCO;CANAS;PAMPAMARCA;0 - 0
80205;CUSCO;ACOMAYO;POMACANCHI;0 - 0
90603;HUANCAVELICA;HUAYTARA;CORDOVA;0 - 0
80702;CUSCO;CHUMBIVILCAS;CAPACMARCA;0 - 0
30416;APURIMAC;AYMARAES;TORAYA;0 - 0
110110;ICA;ICA;SAN JUAN BAUTISTA;0 - 0
211205;PUNO;SANDIA;PHARA;0 - 0
30206;APURIMAC;ANDAHUAYLAS;HUAYANA;0 - 0
90612;HUANCAVELICA;HUAYTARA;SAN ISIDRO;0 - 0
30214;APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA;0 - 0
30404;APURIMAC;AYMARAES;CHAPIMARCA;0 - 0
110114;ICA;ICA;YAUCA DEL ROSARIO;0 - 0
90608;HUANCAVELICA;HUAYTARA;QUERCO;0 - 0
30703;APURIMAC;GRAU;GAMARRA;0 - 0
30212;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;0 - 0
210305;PUNO;CARABAYA;CORANI;0 - 0
80605;CUSCO;CANCHIS;PITUMARCA;0 - 0
30218;APURIMAC;ANDAHUAYLAS;TURPO;0 - 0
110506;ICA;PISCO;SAN ANDRES;0 - 0
30501;APURIMAC;COTABAMBAS;TAMBOBAMBA;0 - 0
81212;CUSCO;QUISPICANCHI;QUIQUIJANA;0 - 0
80206;CUSCO;ACOMAYO;RONDOCAN;0 - 0
30205;APURIMAC;ANDAHUAYLAS;HUANCARAY;0 - 0
81007;CUSCO;PARURO;PACCARITAMBO;0 - 0
110508;ICA;PISCO;TUPAC AMARU INCA;0 - 0
30106;APURIMAC;ABANCAY;LAMBRAMA;0 - 0
110501;ICA;PISCO;PISCO;0 - 0
80207;CUSCO;ACOMAYO;SANGARARA;0 - 0
30405;APURIMAC;AYMARAES;COLCABAMBA;0 - 0
81008;CUSCO;PARURO;PILLPINTO;0 - 0
210301;PUNO;CARABAYA;MACUSANI;0 - 0
81002;CUSCO;PARURO;ACCHA;0 - 0
30505;APURIMAC;COTABAMBAS;MARA;0 - 0
30704;APURIMAC;GRAU;HUAYLLATI;0 - 0
30102;APURIMAC;ABANCAY;CHACOCHE;0 - 0
30702;APURIMAC;GRAU;CURPAHUASI;0 - 0
80203;CUSCO;ACOMAYO;ACOS;0 - 0
80602;CUSCO;CANCHIS;CHECACUPE;0 - 0
30217;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;0 - 0
211209;PUNO;SANDIA;ALTO INAMBARI;0 - 0
30203;APURIMAC;ANDAHUAYLAS;CHIARA;0 - 0
80201;CUSCO;ACOMAYO;ACOMAYO;0 - 0
30411;APURIMAC;AYMARAES;SAN JUAN DE CHACÑA;0 - 0
30409;APURIMAC;AYMARAES;LUCRE;0 - 0
90605;HUANCAVELICA;HUAYTARA;LARAMARCA;0 - 0
110108;ICA;ICA;SALAS;0 - 0
81004;CUSCO;PARURO;COLCHA;0 - 0
81206;CUSCO;QUISPICANCHI;CUSIPATA;0 - 0
30415;APURIMAC;AYMARAES;TINTAY;0 - 0
30103;APURIMAC;ABANCAY;CIRCA;0 - 0
30503;APURIMAC;COTABAMBAS;COYLLURQUI;0 - 0
81003;CUSCO;PARURO;CCAPI;0 - 0
110505;ICA;PISCO;PARACAS;0 - 0
90611;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;0 - 0
110109;ICA;ICA;SAN JOSE DE LOS MOLINOS;0 - 0
81207;CUSCO;QUISPICANCHI;HUARO;0 - 0
30107;APURIMAC;ABANCAY;PICHIRHUA;0 - 0
30502;APURIMAC;COTABAMBAS;COTABAMBAS;0 - 0
210112;PUNO;PUNO;PLATERIA;0 - 0
81208;CUSCO;QUISPICANCHI;LUCRE;0 - 0
30603;APURIMAC;CHINCHEROS;COCHARCAS;0 - 0
30101;APURIMAC;ABANCAY;ABANCAY;0 - 0
30109;APURIMAC;ABANCAY;TAMBURCO;0 - 0
30209;APURIMAC;ANDAHUAYLAS;PACUCHA;0 - 0
80102;CUSCO;CUSCO;CCORCA;0 - 0
90117;HUANCAVELICA;HUANCAVELICA;YAULI;0 - 0
90208;HUANCAVELICA;ACOBAMBA;ROSARIO;0 - 0
151012;LIMA;YAUYOS;HONGOS;0 - 0
150502;LIMA;CAÑETE;ASIA;0 - 0
151008;LIMA;YAUYOS;CATAHUASI;0 - 0
151006;LIMA;YAUYOS;CACRA;0 - 0
80905;CUSCO;LA CONVENCION;OCOBAMBA;0 - 0
151023;LIMA;YAUYOS;PUTINZA;0 - 0
90206;HUANCAVELICA;ACOBAMBA;PAUCARA;0 - 0
170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;0 - 0
90202;HUANCAVELICA;ACOBAMBA;ANDABAMBA;0 - 0
90102;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;0 - 0
150509;LIMA;CAÑETE;MALA;0 - 0
151031;LIMA;YAUYOS;TUPE;0 - 0
150513;LIMA;CAÑETE;SAN ANTONIO;0 - 0
150113;LIMA;LIMA;JESUS MARIA;0 - 0
90304;HUANCAVELICA;ANGARAES;CCOCHACCASA;0 - 0
80904;CUSCO;LA CONVENCION;MARANURA;0 - 0
90303;HUANCAVELICA;ANGARAES;CALLANMARCA;0 - 0
151032;LIMA;YAUYOS;VIÑAC;0 - 0
151009;LIMA;YAUYOS;CHOCOS;0 - 0
150609;LIMA;HUARAL;SAN MIGUEL DE ACOS;0 - 0
150601;LIMA;HUARAL;HUARAL;0 - 0
80105;CUSCO;CUSCO;SAN SEBASTIAN;0 - 0
81211;CUSCO;QUISPICANCHI;OROPESA;0 - 0
151029;LIMA;YAUYOS;TAURIPAMPA;0 - 0
90110;HUANCAVELICA;HUANCAVELICA;MANTA;0 - 0
90109;HUANCAVELICA;HUANCAVELICA;LARIA;0 - 0
80408;CUSCO;CALCA;YANATILE;0 - 0
90119;HUANCAVELICA;HUANCAVELICA;HUANDO;0 - 0
120204;JUNIN;CONCEPCION;CHAMBARA;0 - 0
120132;JUNIN;HUANCAYO;SAÑO;0 - 0
150730;LIMA;HUAROCHIRI;SANTIAGO DE TUNA;0 - 0
150715;LIMA;HUAROCHIRI;SAN ANDRES DE TUPICOCHA;0 - 0
120202;JUNIN;CONCEPCION;ACO;0 - 0
150721;LIMA;HUAROCHIRI;SAN LORENZO DE QUINTI;0 - 0
151003;LIMA;YAUYOS;ALLAUCA;0 - 0
150124;LIMA;LIMA;PUCUSANA;0 - 0
150138;LIMA;LIMA;SANTA MARIA DEL MAR;0 - 0
90116;HUANCAVELICA;HUANCAVELICA;VILCA;0 - 0
90105;HUANCAVELICA;HUANCAVELICA;CUENCA;0 - 0
80107;CUSCO;CUSCO;SAYLLA;0 - 0
30608;APURIMAC;CHINCHEROS;RANRACANCHA;0 - 0
30216;APURIMAC;ANDAHUAYLAS;TALAVERA;0 - 0
120111;JUNIN;HUANCAYO;CHUPURO;0 - 0
150108;LIMA;LIMA;CHORRILLOS;0 - 0
120136;JUNIN;HUANCAYO;VIQUES;0 - 0
150726;LIMA;HUAROCHIRI;SANGALLAYA;0 - 0
150104;LIMA;LIMA;BARRANCO;0 - 0
150731;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;0 - 0
150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;0 - 0
150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;0 - 0
120121;JUNIN;HUANCAYO;HUAYUCACHI;0 - 0
120903;JUNIN;CHUPACA;CHONGOS BAJO;0 - 0
150711;LIMA;HUAROCHIRI;LANGA;0 - 0
151021;LIMA;YAUYOS;MIRAFLORES;0 - 0
150122;LIMA;LIMA;MIRAFLORES;0 - 0
150706;LIMA;HUAROCHIRI;CUENCA;0 - 0
90709;HUANCAVELICA;TAYACAJA;HUARIBAMBA;0 - 0
150141;LIMA;LIMA;SURQUILLO;0 - 0
80104;CUSCO;CUSCO;SAN JERONIMO;0 - 0
81204;CUSCO;QUISPICANCHI;CCARHUAYO;0 - 0
150718;LIMA;HUAROCHIRI;SAN DAMIAN;0 - 0
120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;0 - 0
120423;JUNIN;JAUJA;PACCHA;0 - 0
120128;JUNIN;HUANCAYO;QUILCAS;0 - 0
120124;JUNIN;HUANCAYO;PARIAHUANCA;0 - 0
120420;JUNIN;JAUJA;MUQUI;0 - 0
170201;MADRE DE DIOS;MANU;MANU;0 - 0
120207;JUNIN;CONCEPCION;HEROINAS TOLEDO;0 - 0
120127;JUNIN;HUANCAYO;QUICHUAY;0 - 0
120421;JUNIN;JAUJA;MUQUIYAUYO;0 - 0
120409;JUNIN;JAUJA;HUARIPAMPA;0 - 0
120122;JUNIN;HUANCAYO;INGENIO;0 - 0
120428;JUNIN;JAUJA;SAN LORENZO;0 - 0
120407;JUNIN;JAUJA;EL MANTARO;0 - 0
150732;LIMA;HUAROCHIRI;SURCO;0 - 0
120430;JUNIN;JAUJA;SAUSA;0 - 0
120425;JUNIN;JAUJA;PARCO;0 - 0
150807;LIMA;HUAURA;LEONCIO PRADO;0 - 0
120607;JUNIN;SATIPO;RIO NEGRO;0 - 0
120708;JUNIN;TARMA;SAN PEDRO DE CAJAS;0 - 0
120704;JUNIN;TARMA;HUASAHUASI;0 - 0
150811;LIMA;HUAURA;SAYAN;0 - 0
90508;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;0 - 0
90505;HUANCAVELICA;CHURCAMPA;LA MERCED;0 - 0
90504;HUANCAVELICA;CHURCAMPA;EL CARMEN;0 - 0
30104;APURIMAC;ABANCAY;CURAHUASI;0 - 0
80103;CUSCO;CUSCO;POROY;0 - 0
30602;APURIMAC;CHINCHEROS;ANCO_HUALLO;0 - 0
80101;CUSCO;CUSCO;CUSCO;0 - 0
90616;HUANCAVELICA;HUAYTARA;TAMBO;0 - 0
81102;CUSCO;PAUCARTAMBO;CAICAY;0 - 0
81105;CUSCO;PAUCARTAMBO;HUANCARANI;0 - 0
81205;CUSCO;QUISPICANCHI;CCATCA;0 - 0
90609;HUANCAVELICA;HUAYTARA;QUITO-ARMA;0 - 0
30601;APURIMAC;CHINCHEROS;CHINCHEROS;0 - 0
30219;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;0 - 0
90312;HUANCAVELICA;ANGARAES;SECCLLA;0 - 0
150514;LIMA;CAÑETE;SAN LUIS;0 - 0
80908;CUSCO;LA CONVENCION;SANTA TERESA;0 - 0
211210;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;0 - 0
110203;ICA;CHINCHA;CHAVIN;0 - 0
150507;LIMA;CAÑETE;IMPERIAL;0 - 0
151005;LIMA;YAUYOS;AZANGARO;0 - 0
80903;CUSCO;LA CONVENCION;HUAYOPATA;0 - 0
90701;HUANCAVELICA;TAYACAJA;PAMPAS;0 - 0
151010;LIMA;YAUYOS;COCHAS;0 - 0
151004;LIMA;YAUYOS;AYAVIRI;0 - 0
151025;LIMA;YAUYOS;QUINOCAY;0 - 0
151024;LIMA;YAUYOS;QUINCHES;0 - 0
120112;JUNIN;HUANCAYO;COLCA;0 - 0
151002;LIMA;YAUYOS;ALIS;0 - 0
151017;LIMA;YAUYOS;HUAÑEC;0 - 0
150127;LIMA;LIMA;PUNTA NEGRA;0 - 0
90713;HUANCAVELICA;TAYACAJA;QUISHUAR;0 - 0
150713;LIMA;HUAROCHIRI;MARIATANA;0 - 0
151026;LIMA;YAUYOS;SAN JOAQUIN;0 - 0
120113;JUNIN;HUANCAYO;CULLHUAS;0 - 0
170203;MADRE DE DIOS;MANU;MADRE DE DIOS;0 - 0
70104;CALLAO;CALLAO;LA PERLA;0 - 0
150134;LIMA;LIMA;SAN LUIS;0 - 0
150136;LIMA;LIMA;SAN MIGUEL;0 - 0
80304;CUSCO;ANTA;CHINCHAYPUJIO;0 - 0
80308;CUSCO;ANTA;PUCYURA;0 - 0
30202;APURIMAC;ANDAHUAYLAS;ANDARAPA;0 - 0
80303;CUSCO;ANTA;CACHIMAYO;0 - 0
80406;CUSCO;CALCA;SAN SALVADOR;0 - 0
211203;PUNO;SANDIA;LIMBANI;0 - 0
30606;APURIMAC;CHINCHEROS;ONGOY;0 - 0
80307;CUSCO;ANTA;MOLLEPATA;0 - 0
80306;CUSCO;ANTA;LIMATAMBO;0 - 0
80405;CUSCO;CALCA;PISAC;0 - 0
80305;CUSCO;ANTA;HUAROCONDO;0 - 0
81305;CUSCO;URUBAMBA;MARAS;0 - 0
80403;CUSCO;CALCA;LAMAY;0 - 0
81303;CUSCO;URUBAMBA;HUAYLLABAMBA;0 - 0
110202;ICA;CHINCHA;ALTO LARAN;0 - 0
81104;CUSCO;PAUCARTAMBO;COLQUEPATA;0 - 0
81307;CUSCO;URUBAMBA;YUCAY;0 - 0
150142;LIMA;LIMA;VILLA EL SALVADOR;0 - 0
150126;LIMA;LIMA;PUNTA HERMOSA;0 - 0
81209;CUSCO;QUISPICANCHI;MARCAPATA;0 - 0
50908;AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;0 - 0
50907;AYACUCHO;SUCRE;PAICO;0 - 0
51103;AYACUCHO;VILCAS HUAMAN;CARHUANCA;0 - 0
51105;AYACUCHO;VILCAS HUAMAN;HUAMBALPA;0 - 0
51005;AYACUCHO;VICTOR FAJARDO;CANARIA;0 - 0
50909;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;0 - 0
50901;AYACUCHO;SUCRE;QUEROBAMBA;0 - 0
50904;AYACUCHO;SUCRE;CHILCAYOC;0 - 0
51106;AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;0 - 0
50903;AYACUCHO;SUCRE;CHALCOS;0 - 0
51010;AYACUCHO;VICTOR FAJARDO;HUALLA;0 - 0
30108;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;0 - 0
80407;CUSCO;CALCA;TARAY;0 - 0
