NOMBDEP,NOMBPROV,NOMBDIST,MES,TEMP_MAX,Clasificacion_Climatica,TIZON_PROMEDIO,TEMP_MIN,PRECIPITACION,UBIGEO,NEVADA,EROSION_PROMEDIO
AMAZONAS,BONGARA,SHIPASBAMBA,ENERO,22.78634850607449,Semiseco con humedad abundante todas las estaciones del a,78.55016181229773,12.841331013486789,107.6502524033848,10310,0.0,30.47603587929926
AMAZONAS,BONGARA,VALERA,ENERO,22.328562500151463,Semiseco con humedad abundante todas las estaciones del a,86.01412579957356,12.046881443097387,102.80863373264508,10311,0.0,55.05750636331662
AMAZONAS,BONGARA,YAMBRASBAMBA,ENERO,24.13776787057114,Lluvioso con humedad abundante todas las estaciones del a,27.09183673469388,14.375589601757948,177.22777187765274,10312,0.0,3.3428366474082765
AMAZONAS,CHACHAPOYAS,ASUNCION,ENERO,19.90807384933417,Lluvioso con humedad abundante todas las estaciones del a,91.93103448275863,9.561039001782808,144.0841494769667,10102,0.0,11.817168074002764
AMAZONAS,CHACHAPOYAS,BALSAS,ENERO,21.30857624810372,Lluvioso con humedad abundante todas las estaciones del a,64.14844992050874,11.8510363111097,111.41557986466786,10103,0.0,102.37418095739214
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ENERO,21.66600756547637,Lluvioso con humedad abundante todas las estaciones del a,81.26488095238095,10.986212176368849,113.70402999101394,10101,0.0,48.65757470472989
AMAZONAS,CHACHAPOYAS,CHETO,ENERO,21.01062932593331,Lluvioso con humedad abundante todas las estaciones del a,87.96843306288034,10.863090853670576,153.13953446629776,10104,0.0,23.298644124461795
AMAZONAS,CHACHAPOYAS,CHILIQUIN,ENERO,20.483772527592038,Lluvioso con humedad abundante todas las estaciones del a,89.12372122762147,10.252664848310788,133.71117412368744,10105,0.0,22.629592127904772
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ENERO,19.773485461779103,Lluvioso con humedad abundante todas las estaciones del a,78.14715621347877,10.01342448537292,161.2753842644495,10106,0.0,76.57675085888208
AMAZONAS,CHACHAPOYAS,GRANADA,ENERO,17.51592810806406,Muy lluvioso con humedad abundante todas las estaciones del aSo. Templado.,90.26134910485932,7.325940255525163,197.91040672568803,10107,0.0,30.091243777107028
AMAZONAS,CHACHAPOYAS,HUANCAS,ENERO,22.6566961721932,Semiseco con humedad abundante todas las estaciones del a,87.31684981684982,12.050140283135478,112.61507886992356,10108,0.0,89.11279684975968
AMAZONAS,CHACHAPOYAS,LA JALCA,ENERO,19.29648919790968,Lluvioso con humedad abundante todas las estaciones del a,85.19001164822365,8.901440298882234,174.40093720541643,10109,0.0,38.32812471690871
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ENERO,17.368221906223212,Lluvioso con humedad abundante todas las estaciones del a,88.24750948766604,7.167578548416362,154.37894651678258,10110,0.0,60.319127910097386
AMAZONAS,CHACHAPOYAS,LEVANTO,ENERO,20.034803760911718,Lluvioso con humedad abundante todas las estaciones del a,90.0594362745098,9.57768953139512,135.61806741663426,10111,0.0,59.159424962187295
AMAZONAS,CHACHAPOYAS,MAGDALENA,ENERO,20.202157734243983,Lluvioso con humedad abundante todas las estaciones del a,86.99312363834423,9.678774972086243,152.6580828190961,10112,0.0,43.4540317127293
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ENERO,19.40567847463019,Lluvioso con humedad abundante todas las estaciones del a,88.5150505514706,9.003566664355864,163.39292838872962,10113,0.0,46.6652138815479
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,ENERO,20.10546472864885,Lluvioso con humedad abundante todas las estaciones del a,69.0419013350021,9.916579683094556,177.86720724944902,10114,0.0,16.765963807572277
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,ENERO,19.50110073445733,Lluvioso con humedad abundante todas las estaciones del a,88.44808377896614,9.423192834824285,162.55047668480304,10115,0.0,25.554305872421462
AMAZONAS,CHACHAPOYAS,OLLEROS,ENERO,18.34686693773416,Lluvioso con humedad abundante todas las estaciones del a,84.36773255813954,8.209552416757163,218.59408214232928,10116,0.0,22.726533205079523
AMAZONAS,CHACHAPOYAS,QUINJALCA,ENERO,18.900581551010447,Lluvioso con humedad abundante todas las estaciones del a,92.63937664618086,8.647424489063166,186.73653231058995,10117,0.0,23.904017929286542
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,ENERO,22.04551216628185,Lluvioso con humedad abundante todas las estaciones del a,96.86309523809524,11.462153882054627,156.32590776575253,10118,0.0,55.703934338380925
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,ENERO,19.545811916377808,Lluvioso con humedad abundante todas las estaciones del a,91.80753070458954,9.085029470433648,144.40840535342542,10119,0.0,38.78008356932053
AMAZONAS,CHACHAPOYAS,SOLOCO,ENERO,19.28315670244743,Lluvioso con humedad abundante todas las estaciones del a,91.6019768563163,9.013599929832374,157.93679959929867,10120,0.0,22.33361711675085
AMAZONAS,CHACHAPOYAS,SONCHE,ENERO,21.932433501132515,Lluvioso con humedad abundante todas las estaciones del a,85.38815789473685,11.01610562393968,143.4107281450698,10121,0.0,56.49795044649434
AMAZONAS,CONDORCANQUI,EL CENEPA,ENERO,27.724311930345976,Muy lluvioso con humedad abundante todas las estaciones del aSo. Templado.,0.0,18.48610888749353,401.9332545691699,10402,0.0,5.0079933620482695
AMAZONAS,CONDORCANQUI,NIEVA,ENERO,29.201239573466506,Lluvioso con humedad abundante todas las estaciones del a,0.0606796116504854,20.44365949919424,263.79650715286675,10401,0.0,1.7040683219513078
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ENERO,29.269867981995464,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.,0.0,20.593674684379703,395.6053826249534,10403,0.0,1.8029422485807676
AMAZONAS,LUYA,CAMPORREDONDO,ENERO,23.96540553956793,Semiseco con humedad abundante todas las estaciones del a,17.73855750165235,14.684422201628854,106.74188754187708,10502,0.0,45.66681968290949
AMAZONAS,LUYA,COCABAMBA,ENERO,21.712706969438894,Lluvioso con humedad abundante todas las estaciones del a,55.5375525210084,12.174508232624513,109.10154811007368,10503,0.0,77.14149127308578
AMAZONAS,LUYA,COLCAMAR,ENERO,19.55567599773417,Lluvioso con humedad abundante todas las estaciones del a,88.39029077540108,9.152035364727638,84.61844088500082,10504,0.0,33.83885341861002
AMAZONAS,LUYA,CONILA,ENERO,20.334239526017907,Lluvioso con humedad abundante todas las estaciones del a,73.09178743961351,10.485761713322582,41.699022166023965,10505,0.0,17.507444549469508
AMAZONAS,LUYA,INGUILPATA,ENERO,19.94861812824915,Lluvioso con humedad abundante todas las estaciones del a,86.26591873862947,9.6613563984951,68.27650077758275,10506,0.0,26.981449392309237
AMAZONAS,LUYA,LAMUD,ENERO,21.604138706168182,Lluvioso con humedad abundante todas las estaciones del a,86.42528735632183,10.817765270081397,103.3303511999827,10501,0.0,36.88662480151605
AMAZONAS,LUYA,LONGUITA,ENERO,17.969842937731478,Lluvioso con humedad abundante todas las estaciones del a,92.4341299019608,7.742924575761801,75.79893986831267,10507,0.0,73.97640733694631
AMAZONAS,LUYA,LONYA CHICO,ENERO,20.54388092768369,Lluvioso con humedad abundante todas las estaciones del a,89.63362068965517,9.972046431205344,66.93575857791441,10508,0.0,24.162616860449862
AMAZONAS,LUYA,LUYA,ENERO,21.029120668557464,Lluvioso con humedad abundante todas las estaciones del a,86.00649350649351,10.437802623571615,88.22724116481407,10509,0.0,30.62474855233671
AMAZONAS,LUYA,LUYA VIEJO,ENERO,20.89599672046824,Lluvioso con humedad abundante todas las estaciones del a,81.74019607843138,10.814878325635112,61.3853059563298,10510,0.0,25.544885997694813
AMAZONAS,LUYA,MARIA,ENERO,18.01702482083557,Lluvioso con humedad abundante todas las estaciones del a,93.60035211267606,7.9489607335407,79.35925288860543,10511,0.0,42.99467330790332
AMAZONAS,LUYA,OCALLI,ENERO,22.416948237753736,Semiseco con humedad abundante todas las estaciones del a,11.196428571428571,12.735953014868173,69.63097713635439,10512,0.0,24.460434850107276
AMAZONAS,LUYA,OCUMAL,ENERO,22.3717125395226,Semiseco con humedad abundante todas las estaciones del a,22.26851851851852,12.529896355199188,80.6962210205662,10513,0.0,39.57697447061478
AMAZONAS,LUYA,PISUQUIA,ENERO,21.0781607246839,Lluvioso con humedad abundante todas las estaciones del a,67.65962397617275,11.443729656398816,99.22501049391784,10514,0.0,63.27105543017383
AMAZONAS,LUYA,PROVIDENCIA,ENERO,23.96718249213863,Semiseco con humedad abundante todas las estaciones del a,55.796245421245416,14.53232067979942,124.43260694465988,10515,0.0,78.03896902671168
AMAZONAS,LUYA,SAN CRISTOBAL,ENERO,21.71863715567724,Semiseco con humedad abundante todas las estaciones del a,83.2555780933063,11.102140494343832,79.1816263530884,10516,0.0,59.084849272798806
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,ENERO,19.249966424269594,Lluvioso con humedad abundante todas las estaciones del a,85.12843137254902,8.94864895481817,114.61600128023478,10517,0.0,59.117237082820935
AMAZONAS,LUYA,SAN JERONIMO,ENERO,22.30112445610949,Semiseco con humedad abundante todas las estaciones del a,68.87460373370905,12.14562777211141,76.56432376641607,10518,0.0,40.88516432826135
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,ENERO,20.759821780907757,Lluvioso con humedad abundante todas las estaciones del a,80.35102739726028,10.080643966905692,116.88746451168151,10519,0.0,73.35289232937755
AMAZONAS,LUYA,SANTA CATALINA,ENERO,21.591291504613,Semiseco con humedad abundante todas las estaciones del a,60.68001089324619,11.573925974670583,87.05717120577604,10520,0.0,16.024618463580694
AMAZONAS,LUYA,SANTO TOMAS,ENERO,19.152729604057857,Lluvioso con humedad abundante todas las estaciones del a,86.02739726027397,8.870399031273019,108.06215677935252,10521,0.0,43.61023086739991
AMAZONAS,LUYA,TINGO,ENERO,20.37415421855285,Lluvioso con humedad abundante todas las estaciones del a,82.88560191518468,9.80266712640909,126.61908629933735,10522,0.0,70.03507227984916
AMAZONAS,LUYA,TRITA,ENERO,20.36748908991208,Lluvioso con humedad abundante todas las estaciones del a,89.85,10.059671630410248,98.50946618656413,10523,0.0,31.546869145852323
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,ENERO,23.72885951639916,Lluvioso con humedad abundante todas las estaciones del a,45.56415343915344,13.78056227026751,134.55767497128102,10602,0.0,1.9622278796922867
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,ENERO,21.475174086098644,Lluvioso con humedad abundante todas las estaciones del a,1.3477891156462585,11.432003254676143,141.7422884201238,10603,0.0,8.207630984370532
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,ENERO,24.708611822885967,Lluvioso con humedad abundante todas las estaciones del a,0.0,14.615137554595222,109.0709870165951,10604,0.0,4.044094189764105
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,ENERO,22.107990026958117,Lluvioso con humedad abundante todas las estaciones del a,9.066486534372784,12.0973710109778,149.0154362920861,10605,0.0,6.36461403548371
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,ENERO,22.52886341753261,Lluvioso con humedad abundante todas las estaciones del a,6.530399473222125,12.670052978789856,134.96855539069907,10606,0.0,9.148152533640795
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,ENERO,21.48270972272894,Lluvioso con humedad abundante todas las estaciones del a,80.04371413199428,11.554286705118384,117.36965652350672,10607,0.0,6.6399187989660895
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,ENERO,24.535537813446982,Lluvioso con humedad abundante todas las estaciones del a,20.09576138147567,14.84882293092653,131.12292993574206,10608,0.0,1.5763771324973088
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,ENERO,22.893076983751868,Lluvioso con humedad abundante todas las estaciones del a,5.844389386189258,12.974571932735207,112.7904198971147,10609,0.0,2.3407462164815747
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,ENERO,22.7908923924592,Lluvioso con humedad abundante todas las estaciones del a,57.7539722785666,12.881244949521893,112.40131433191914,10601,0.0,1.7785094627540814
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,ENERO,23.87484178545204,Lluvioso con humedad abundante todas las estaciones del a,0.0,13.796354274571582,121.36365253745964,10610,0.0,0.4899831132244058
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,ENERO,24.36741861672087,Lluvioso con humedad abundante todas las estaciones del a,12.5,14.381292168483172,126.37249303406374,10611,0.0,0.5546524362153636
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,ENERO,21.74110785221442,Lluvioso con humedad abundante todas las estaciones del a,54.91495893138637,12.095414712655169,119.591723482253,10612,0.0,6.510788356704351
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ENERO,26.58221279282822,Semiseco con humedad abundante todas las estaciones del a,27.398989898989903,16.598778544188782,66.88372085778414,10701,0.0,16.706117095664112
AMAZONAS,UTCUBAMBA,CAJARURO,ENERO,23.85186386774935,Lluvioso con humedad abundante todas las estaciones del a,33.379330842391305,13.834670751834937,112.6045543099114,10702,0.0,12.037131239515553
AMAZONAS,UTCUBAMBA,CUMBA,ENERO,26.35260918615778,Semiseco con humedad abundante todas las estaciones del a,16.875171467764062,17.034806353053366,92.8496244240094,10703,0.0,25.406074935198003
AMAZONAS,UTCUBAMBA,EL MILAGRO,ENERO,30.324624055258216,Semiseco con humedad abundante todas las estaciones del a,0.3952569169960474,19.32933219199237,44.53383770516794,10704,0.0,10.875636562133304
AMAZONAS,UTCUBAMBA,JAMALCA,ENERO,24.145268651285317,Semiseco con humedad abundante todas las estaciones del a,11.629556752278376,14.04690641023116,74.93709919650426,10705,0.0,30.69083536403182
AMAZONAS,UTCUBAMBA,LONYA GRANDE,ENERO,23.895550863508586,Semiseco con humedad abundante todas las estaciones del a,5.07657284768212,15.00794279097776,105.31704835083896,10706,0.0,35.35554584139816
AMAZONAS,UTCUBAMBA,YAMON,ENERO,25.13914319155226,Semiseco con humedad abundante todas las estaciones del a,6.170423309510721,16.57630810466976,121.7068279341323,10707,0.0,25.79266233995444
ANCASH,AIJA,AIJA,ENERO,14.91709209125877,Lluvioso con oto,93.74533582089552,3.49567313160772,100.95483691447345,20201,0.0,51.45568928927584
ANCASH,AIJA,CORIS,ENERO,20.36573587400532,Semi)rido con invierno seco. Templado.,47.14086378737541,10.168424486377646,44.86356649067254,20202,0.0,20.192642865620783
ANCASH,AIJA,HUACLLAN,ENERO,17.366237493077026,Semiseco con invierno seco. Templado.,74.71428571428572,6.8292813475051775,74.0593909869908,20203,0.0,42.052562877833
ANCASH,AIJA,LA MERCED,ENERO,15.825539418314282,Lluvioso con oto,92.08688630490956,4.28118352406405,110.095604275241,20204,0.0,36.32981837117335
ANCASH,AIJA,SUCCHA,ENERO,15.07367619405415,Lluvioso con oto,87.93489583333334,5.287131223096454,87.77087328252891,20205,0.0,51.801670094553394
ANCASH,ANTONIO RAYMONDI,ACZO,ENERO,20.3991698694706,Semiseco con humedad abundante todas las estaciones del a,47.79605263157895,9.049255634486872,89.76886813344292,20302,0.0,72.8194666961064
ANCASH,ANTONIO RAYMONDI,CHACCHO,ENERO,20.175905787066537,Lluvioso con oto,43.71174863387978,8.92197551241449,101.98386801327996,20303,0.0,85.44225239117331
ANCASH,ANTONIO RAYMONDI,CHINGAS,ENERO,18.927933705060635,Lluvioso con oto,79.0,7.605266002149564,111.42739253121512,20304,0.0,56.80041723245861
ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ENERO,19.695011868349287,Lluvioso con otoeo e invierno secos. Templado.,59.52435064935065,8.420480867415952,106.1117487987749,20301,0.0,69.00737726238786
ANCASH,ANTONIO RAYMONDI,MIRGAS,ENERO,15.972689057694325,Muy lluvioso con humedad abundante todas las estaciones del a䰬o. Fr䓊o.,92.66517857142856,4.654007545371268,132.71793765405815,20305,0.0,68.16757441028848
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,ENERO,15.352090534293156,Lluvioso con oto,94.1687242798354,4.20873690429308,127.71964823025476,20306,0.0,57.836245809417534
ANCASH,ASUNCION,ACOCHACA,ENERO,17.456208738045458,Lluvioso con oto,92.7116935483871,5.598346055027595,94.54843653913758,20402,0.0,110.1019784298315
ANCASH,ASUNCION,CHACAS,ENERO,14.387287593103876,Lluvioso con oto,94.54122340425532,2.6686156468836177,126.267524470276,20401,0.0,91.89252593163658
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,ENERO,22.01472189918813,Semi)rido con invierno seco. Templado.,30.6993006993007,10.216300599159004,65.03338037826445,20502,0.0,71.69190211614803
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,ENERO,20.888825771631527,Semiseco con invierno y primavera secos. Templado.,35.997171145686,7.963393404193504,51.337179611215305,20503,0.0,28.7123169875808
ANCASH,BOLOGNESI,AQUIA,ENERO,13.573811639866284,Lluvioso con oto,96.69045961002786,1.3433719689115848,143.04566302769533,20504,0.0,86.19344516777554
ANCASH,BOLOGNESI,CAJACAY,ENERO,14.76449185290024,Lluvioso con oto,91.08962264150944,2.544692446705957,131.3474334588126,20505,0.0,67.23768949548713
ANCASH,BOLOGNESI,CANIS,ENERO,18.50076335275794,Semi)rido con invierno seco. Templado.,77.08928571428572,6.972338264233777,80.36496030425936,20506,0.0,86.71089168545468
ANCASH,BOLOGNESI,CHIQUIAN,ENERO,17.30801854947936,Lluvioso con oto,93.22916666666666,3.68805252792564,130.91322825200342,20501,0.0,66.67960481104325
ANCASH,BOLOGNESI,COLQUIOC,ENERO,23.648341522938946,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.,1.9163359788359784,11.935499651676109,24.978218587574705,20507,0.0,15.766729804835336
ANCASH,BOLOGNESI,HUALLANCA,ENERO,14.257715142879736,Lluvioso con oto,97.16007625272331,2.742517954645065,149.58537493951837,20508,0.0,42.12555037743073
ANCASH,BOLOGNESI,HUASTA,ENERO,14.79804169398791,Lluvioso con oto,97.68980061349691,2.5688180638652174,144.88546552292144,20509,0.0,96.06793550969454
ANCASH,BOLOGNESI,HUAYLLACAYAN,ENERO,15.053639015771838,Lluvioso con oto,88.0721649484536,2.9030836307697845,101.66640448509813,20510,0.0,48.154432303187626
ANCASH,BOLOGNESI,LA PRIMAVERA,ENERO,18.09010761574548,Semiseco con invierno seco. Templado.,84.69951923076923,6.533486538619571,92.337003656533,20511,0.0,93.72959523178042
ANCASH,BOLOGNESI,MANGAS,ENERO,17.02673779048604,Lluvioso con oto,80.55825242718447,6.196185059088812,87.67512351861713,20512,0.0,76.11065580506407
ANCASH,BOLOGNESI,PACLLON,ENERO,14.147439433603122,Lluvioso con oto,95.48049132947978,2.804246006067378,139.9619465335503,20513,3.5,82.25769741679193
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,ENERO,16.13215655007887,Lluvioso con oto,88.35357142857143,4.242392459132732,101.0925953792849,20514,0.0,89.0547113260682
ANCASH,BOLOGNESI,TICLLOS,ENERO,16.14185809989928,Lluvioso con oto,90.32591324200914,3.373251894731943,116.87269742186233,20515,0.0,80.16512232786947
ANCASH,CARHUAZ,ACOPAMPA,ENERO,20.651583167077376,Semiseco con invierno seco. Templado.,88.07792207792207,8.432987924460578,78.36623518741601,20602,0.0,78.94849528314431
ANCASH,CARHUAZ,AMASHCA,ENERO,19.69838871937798,Semiseco con oto,96.32954545454544,7.707523145809199,65.0,20603,0.0,80.4603870371507
ANCASH,CARHUAZ,ANTA,ENERO,18.194354924598503,Lluvioso con oto,87.19047619047619,5.777621470594235,109.72024341244116,20604,0.0,35.89633143852957
ANCASH,CARHUAZ,ATAQUERO,ENERO,17.378875917273323,Lluvioso con oto,28.21611721611722,5.308531953533532,92.1327832553488,20605,0.0,31.50392594301483
ANCASH,CARHUAZ,CARHUAZ,ENERO,16.92671357278318,Lluvioso con oto,76.70367494824016,4.849151556970551,103.82653072847336,20601,0.0,50.24449089606581
ANCASH,CARHUAZ,MARCARA,ENERO,15.56104586962274,Lluvioso con oto,91.25,3.672279126285212,114.218784079582,20606,0.0,55.79253392563123
ANCASH,CARHUAZ,PARIAHUANCA,ENERO,20.660934143361622,Semiseco con invierno seco. Templado.,90.0376984126984,7.999409828547396,100.0,20607,0.0,41.49046793576807
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ENERO,13.779126888471954,Muy lluvioso con humedad abundante todas las estaciones del a䰬o. Fr䓊o.,92.67427884615384,1.832056240734723,123.35138638538926,20608,0.0,86.98929887512047
ANCASH,CARHUAZ,SHILLA,ENERO,14.09485481312452,Muy lluvioso con humedad abundante todas las estaciones del a䰬o. Fr䓊o.,95.70152243589746,2.557676342470758,108.89490939204632,20609,0.0,63.32997326874965
ANCASH,CARHUAZ,TINCO,ENERO,21.246714578391025,Semiseco con invierno seco. Templado.,83.71212121212122,9.018556886040844,65.37588238569091,20610,0.0,88.12625443906833
ANCASH,CARHUAZ,YUNGAR,ENERO,17.55209747456572,Lluvioso con oto,91.60955598455598,4.976237950006895,118.48925150850162,20611,0.0,43.11839804567706
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,ENERO,17.586320083038164,Lluvioso con oto,95.44375,5.7903616429154505,109.2705560376346,20701,0.0,91.46646059932264
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,ENERO,19.45898224062648,Lluvioso con oto,83.76806358381504,8.035125663077414,105.04485905051476,20702,0.0,72.30062963193674
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,ENERO,18.391633667714853,Lluvioso con oto,87.58421985815602,6.711554633150806,107.06294077270483,20703,0.0,102.07832432630649
ANCASH,CASMA,BUENA VISTA ALTA,ENERO,28.37704061701152,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.,0.7019562715765247,17.649665837044072,6.346526659901138,20802,0.0,3.847769075031785
ANCASH,CASMA,CASMA,ENERO,30.77016430290087,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.,0.5531451201631925,19.077868256308943,2.8018894723394814,20801,0.0,1.1593746779390282
ANCASH,CASMA,COMANDANTE NOEL,ENERO,30.88387899578487,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.,0.0,19.659611831756926,2.5,20803,0.0,0.7432431972147779
ANCASH,CASMA,YAUTAN,ENERO,26.9302582345614,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.,20.27651874703369,15.52373910923822,10.912839882965752,20804,0.0,5.089131345311691
ANCASH,CORONGO,ACO,ENERO,18.619131135749843,Lluvioso con oto,90.01998081841433,6.494117341881335,100.22953107499852,20902,0.0,57.12658903266676
ANCASH,CORONGO,BAMBAS,ENERO,21.70211824762494,Semiseco con invierno seco. Templado.,65.39451058201058,10.153217275758356,48.46121119320646,20903,0.0,45.67513442467921
ANCASH,CORONGO,CORONGO,ENERO,19.41573218004908,Lluvioso con oto,86.08951914098974,7.3944329320781375,87.26383078329603,20901,0.0,57.57805466074227
ANCASH,CORONGO,CUSCA,ENERO,18.769342115069648,Lluvioso con oto,94.6577809798271,5.754228101141791,119.81904250969038,20904,0.0,94.89991090746244
ANCASH,CORONGO,LA PAMPA,ENERO,23.590235217017707,Semi)rido con invierno seco. Templado.,42.57161955691368,11.524635665603054,53.35828635203974,20905,0.0,74.16906440030415
ANCASH,CORONGO,YANAC,ENERO,19.87317672626629,Lluvioso con oto,49.64957264957265,7.290483784033717,75.13957610075292,20906,0.0,88.02671296994579
ANCASH,CORONGO,YUPAN,ENERO,23.5336438643522,Semiseco con invierno seco. Templado.,67.58221187025535,11.682785769024386,51.199662155521175,20907,0.0,72.12576587715512
ANCASH,HUARAZ,COCHABAMBA,ENERO,19.296271035411102,Semiseco con invierno seco. Templado.,64.15929203539824,7.112042090922518,48.26183852953567,20102,0.0,35.29973845290978
ANCASH,HUARAZ,COLCABAMBA,ENERO,21.85735350812096,Semiseco con invierno seco. Templado.,54.52116212338594,10.01469397340966,49.611868145701536,20103,0.0,22.60127079598368
ANCASH,HUARAZ,HUANCHAY,ENERO,19.850760928149988,Lluvioso con oto,67.05714285714285,9.47547563404872,56.22346160411187,20104,0.0,24.549408750944803
ANCASH,HUARAZ,HUARAZ,ENERO,16.27432118492964,Lluvioso con oto,88.81550991501416,3.272176083820088,135.48790198389898,20101,0.0,73.59354275343796
ANCASH,HUARAZ,INDEPENDENCIA,ENERO,16.430560020721725,Lluvioso con oto,90.82589285714286,3.382582594757762,133.32767801967225,20105,0.0,77.21032784759497
ANCASH,HUARAZ,JANGAS,ENERO,17.912593161088243,Lluvioso con oto,91.81410256410255,5.016013927963714,121.07048706274892,20106,0.0,51.55543751357345
