Fecha,Papa Amarilla,Papa Blanca,Papa Canchan,Papa Color,Papa Huamantanga,Papa Huayro,Papa Negra Andina,Papa Perricholi,Papa Peruanita,Papa Unica,Papa Yungay
DIC-2021,2.1,1.2,1.15,1.15,1.5,1.6,1.45,,1.7,1.2,1.2
ENE-2022,2.2,1.4,1.4,1.5,1.7,1.8,1.45,,1.8,1.6,1.4
FEB-2022,2.5,1.7,1.8,1.85,2.0,1.9,1.8,,2.0,2.1,1.7
MAR-2022,2.2,1.5,1.5,1.7,1.7,1.5,1.5,,1.7,1.9,1.5
ABR-2022,2.2,2.05,1.6,1.85,2.2,1.8,1.8,,2.0,2.2,2.05
MAY-2022,2.4,1.2,1.4,1.6,2.2,2.0,1.2,,1.5,1.9,1.2
JUN-2022,4.0,2.7,2.0,2.1,3.0,2.5,3.2,,3.2,2.2,2.7
JUL-2022,4.8,1.7,1.5,1.75,3.2,2.2,1.9,,2.3,2.0,1.7
AGO-2022,4.0,2.0,1.65,1.55,3.0,2.5,1.9,,3.2,1.6,2.0
SEP-2022,5.5,2.3,2.45,2.4,4.0,4.0,2.6,,4.8,2.45,2.3
OCT-2022,5.0,2.5,2.5,2.48,4.0,4.5,3.0,,5.0,2.5,2.5
NOV-2022,5.4,2.2,2.2,2.0,4.0,5.5,2.3,,4.3,2.0,2.2
DIC-2022,6.2,3.0,2.3,2.13,4.4,5.5,3.0,,4.9,2.0,3.0
ENE-2023,4.4,2.5,2.3,2.3,2.8,4.0,2.6,,4.4,2.7,2.5
FEB-2023,3.0,1.8,2.2,2.35,2.7,2.4,2.2,,2.9,2.7,1.8
MAR-2023,3.5,1.3,1.8,2.05,2.5,1.8,1.8,,3.0,2.3,1.3
ABR-2023,3.0,1.1,1.7,1.65,2.7,2.0,1.4,,2.7,1.7,1.1
MAY-2023,2.5,0.95,1.5,1.55,2.2,2.0,1.1,,2.2,1.7,0.95
JUN-2023,2.2,1.0,1.3,1.4,2.0,1.8,1.1,,1.9,1.6,1.0
JUL-2023,2.5,1.5,1.3,1.43,2.5,2.1,1.3,,2.2,1.7,1.5
AGO-2023,3.3,0.85,1.3,1.25,2.2,2.2,1.2,,2.2,1.3,0.85
SEP-2023,4.5,0.9,1.4,1.4,2.4,2.5,1.3,,3.0,1.4,0.9
OCT-2023,4.5,1.1,1.5,1.4,3.0,3.5,1.4,,3.3,1.4,1.1
NOV-2023,4.8,1.4,1.8,1.58,3.5,4.0,1.7,,3.8,1.45,1.4
DIC-2023,4.5,1.8,1.8,1.6,3.4,3.5,1.7,,4.0,1.5,1.8
ENE-2024,4.5,1.5,1.65,1.53,2.5,2.6,1.5,,3.7,1.5,1.5
FEB-2024,2.6,1.1,1.1,1.18,2.0,1.7,1.2,,2.2,1.4,1.1
MAR-2024,2.5,1.2,1.1,1.35,1.6,1.5,1.0,,2.0,1.6,1.2
ABR-2024,2.0,1.1,1.1,1.3,1.7,1.4,1.0,,1.9,1.6,1.1
MAY-2024,3.0,1.1,1.2,1.4,1.8,1.8,1.1,,1.7,1.7,1.1
JUN-2024,3.4,1.4,1.4,1.7,2.0,2.2,1.4,,2.2,2.0,1.4
JUL-2024,4.0,1.8,2.0,1.85,2.2,2.1,1.8,,2.4,2.1,1.8
AGO-2024,4.5,2.3,2.4,2.05,2.5,2.2,2.2,,3.0,1.9,2.3
SEP-2024,4.0,2.3,1.7,1.5,2.6,2.8,2.5,,3.0,1.5,2.5
OCT-2024,3.1,2.5,1.35,1.25,2.5,2.8,2.5,,2.8,1.2,2.5
NOV-2024,2.8,1.8,1.2,0.98,2.6,3.2,2.1,,3.0,0.75,1.8
DIC-2024,2.2,1.2,1.0,0.83,2.2,2.2,1.5,,2.2,0.9,1.2
