Fecha,Papa Amarilla,Papa Blanca,Papa Canchan,Papa Color,Papa Huamantanga,Papa Huayro,Papa Negra Andina,Papa Perricholi,Papa Peruanita,Papa Unica,Papa Yungay
NOV-2017,...,87.0,45.00,30.0,9.00,...,...,...,...,...,81.00
DIC-2017,...,616.0,710.00,103.0,...,...,...,...,...,62.00,163.00
ENE-2018,55.00,1872.0,1202.00,436.0,...,...,...,...,...,...,68.00
FEB-2018,92.00,2519.0,2339.00,516.0,...,...,...,...,...,32.00,136.00
MAR-2018,130.00,5309.0,4345.00,1265.0,...,...,...,...,16.00,15.00,184.00
ABR-2018,449.00,7547.0,5652.00,1029.0,...,...,...,30.00,193.00,47.00,1007.00
MAY-2018,788.00,7308.0,4955.00,1486.0,...,14.00,...,...,396.00,...,927.00
JUN-2018,293.00,8207.0,4100.00,1274.0,...,77.00,...,...,417.00,...,1112.00
JUL-2018,152.00,7801.0,3668.00,969.0,...,31.00,...,...,270.00,20.00,709.00
AGO-2018,51.00,1958.0,827.00,420.0,...,37.00,...,...,182.00,2.00,755.00
SEP-2018,...,359.0,...,98.0,...,...,...,...,25.00,...,85.00
OCT-2018,...,52.0,25.00,64.0,...,...,...,...,23.00,...,...
NOV-2018,...,21.0,...,15.0,...,...,...,...,...,...,30.00
DIC-2018,...,259.0,231.00,71.0,...,...,...,...,...,...,15.00
ENE-2019,301.00,1487.0,851.00,270.0,...,...,...,...,...,35.00,176.00
FEB-2019,23.00,2628.0,1468.00,670.0,...,...,...,...,...,35.00,464.00
MAR-2019,296.00,4741.0,1245.00,1133.0,...,...,18.00,...,13.00,...,637.00
ABR-2019,392.00,6755.0,2885.00,1499.0,...,...,...,...,97.00,...,976.00
MAY-2019,548.00,5305.0,3137.00,1016.0,...,...,...,32.00,446.00,26.00,1513.00
JUN-2019,412.00,5761.0,3348.00,790.0,...,46.00,...,15.00,336.00,28.00,1443.00
JUL-2019,334.00,4679.0,2088.00,976.0,...,...,...,...,124.00,41.00,1339.00
AGO-2019,50.00,1721.0,54.00,270.0,...,9.00,...,...,160.00,...,783.00
SEP-2019,14.00,287.0,24.00,15.0,...,49.00,...,...,15.00,...,126.00
OCT-2019,...,64.0,...,31.0,30.00,...,...,...,3.00,...,57.00
NOV-2019,...,145.0,15.00,2.0,...,15.00,...,...,...,...,...
DIC-2019,...,412.0,132.00,78.0,...,...,...,...,...,12.00,83.00
ENE-2020,107.00,1591.0,952.00,312.0,...,15.00,...,...,...,36.00,183.00
FEB-2020,226.00,4120.0,2879.00,669.0,...,34.00,...,...,...,49.00,449.00
MAR-2020,785.00,5865.0,3522.00,646.0,...,18.00,...,...,32.00,78.00,1442.00
ABR-2020,181.00,7746.0,1714.00,986.0,...,56.00,...,...,130.00,...,1244.00
MAY-2020,299.00,7170.0,913.00,1096.0,...,18.00,...,...,43.00,...,1099.00
JUN-2020,288.00,8115.0,584.00,1139.00,...,...,...,,...,159.00,775.00
JUL-2020,173.00,7928.0,742.00,341.00,...,15.00,...,,33.00,425.00,474.00
AGO-2020,107.00,3215.0,124.00,237.00,...,...,...,,9.00,225.00,260.00
SEP-2020,197.00,1363.0,...,...,21.00,...,...,,...,62.00,196.00
OCT-2020,...,274.0,19.00,...,...,31.00,...,,...,...,10.00
NOV-2020,33.00,305.0,11.00,24.00,...,...,...,,...,...,26.00
DIC-2020,13.00,622.0,25.00,41.00,...,...,...,,...,13.00,66.00
ENE-2021,46.00,1982.0,414.00,31.00,...,11.00,...,,...,...,57.00
FEB-2021,105.00,2763.0,462.00,95.00,...,...,...,,14.00,119.00,309.00
MAR-2021,290.00,5214.0,496.00,251.00,...,...,...,,18.00,29.00,471.00
ABR-2021,719.00,5371.0,554.00,304.00,...,20.00,...,,...,86.00,777.00
MAY-2021,658.00,6666.0,303.00,153.00,...,...,...,,...,320.00,631.00
JUN-2021,449.00,6455.0,429.00,231.00,...,13.00,...,,22.00,79.00,812.00
JUL-2021,274.00,4624.0,327.00,287.00,...,11.00,...,,15.00,87.00,581.00
AGO-2021,135.00,1100.0,54.00,147.00,...,...,...,,43.00,...,149.00
SEP-2021,...,183.0,...,...,...,...,...,,...,...,...
OCT-2021,33.00,93.0,...,...,...,...,...,,...,...,...
NOV-2021,...,155.0,15.00,...,...,7.00,...,,...,...,12.00
DIC-2021,41.00,524.0,26.00,42.00,...,...,...,,...,17.00,29.00
ENE-2022,128.00,1791.0,46.00,121.00,...,...,...,,...,51.00,13.00
FEB-2022,470.00,4956.0,780.00,415.00,...,...,...,,...,59.00,18.00
MAR-2022,590.00,6620.0,1659.00,861.00,17.00,160.00,...,,22.00,64.00,386.00
ABR-2022,789.00,10157.0,2356.00,826.00,...,589.00,...,,31.00,132.00,627.00
MAY-2022,1483.00,11164.0,1952.00,505.00,...,1224.00,...,,60.00,82.00,529.00
JUN-2022,1649.00,10417.0,1799.00,415.00,...,846.00,...,,74.00,493.00,279.00
JUL-2022,505.00,9635.0,664.00,407.00,...,147.00,...,,85.00,123.00,408.00
AGO-2022,125.00,1939.0,90.00,77.00,...,53.00,...,,124.00,9.00,197.00
SEP-2022,4.00,564.0,30.00,...,...,118.00,...,,8.00,31.00,16.00
OCT-2022,45.00,121.0,21.00,...,...,...,...,,34.00,...,14.00
NOV-2022,...,137.0,37.00,...,...,...,...,,...,...,7.00
DIC-2022,...,426.0,131.00,...,...,18.00,...,,13.00,11.00,80.00
ENE-2023,15.00,940.0,409.00,...,...,...,...,,5.00,13.00,86.00
FEB-2023,11.00,1990.0,1010.00,...,...,23.00,...,,...,75.00,246.00
MAR-2023,97.00,4013.0,2576.00,23.00,...,47.00,...,,...,113.00,556.00
ABR-2023,382.00,5011.0,1938.00,68.00,...,63.00,...,,...,163.00,742.00
MAY-2023,489.00,8067.0,2714.00,75.00,...,288.00,...,,23.00,134.00,376.00
JUN-2023,719.00,8593.0,1989.00,61.00,...,...,...,,92.00,92.00,738.00
JUL-2023,448.00,6984.0,1548.00,90.00,...,47.00,...,,116.00,100.00,1117.00
AGO-2023,143.00,3933.0,133.00,21.00,...,...,...,,...,...,518.00
SEP-2023,172.00,785.0,49.00,2.00,...,4.00,...,,17.00,...,116.00
OCT-2023,8.00,295.0,...,...,...,...,...,,...,...,40.00
NOV-2023,30.00,564.0,25.00,...,...,...,...,,...,...,263.00
DIC-2023,...,2553.0,351.00,11.00,...,...,...,,...,108.00,222.00
ENE-2024,74.00,4238.0,588.00,74.00,...,21.00,...,,...,85.00,812.00
FEB-2024,34.00,5777.0,1144.00,210.00,...,202.00,...,,31.00,55.00,496.00
MAR-2024,137.00,9407.0,1449.00,156.00,...,353.00,...,,16.00,175.00,691.00
ABR-2024,352.00,14329.0,1516.00,248.00,...,120.00,...,,17.00,18.00,626.00
MAY-2024,540.00,15177.0,1454.00,50.00,...,1031.00,...,,42.00,87.00,676.00
JUN-2024,318.00,14911.0,1602.00,20.00,...,265.00,...,,...,352.00,1260.00
JUL-2024,140.00,11743.0,1142.00,34.00,...,262.00,...,,37.00,54.00,503.00
AGO-2024,51.00,2638.0,144.00,...,...,91.00,...,,15.00,22.00,308.00
SEP-2024,...,1147.0,...,...,...,36.00,...,,...,...,52.00
OCT-2024,...,472.0,...,...,...,39.00,...,,...,...,9.00
NOV-2024,43.00,954.0,42.00,...,...,30.00,...,,...,21.00,98.00
DIC-2024,24.00,2262.0,230.00,32.00,...,60.00,...,,...,38.00,235.00
